TransactionID,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,PurchaseQuantity,PurchasePrice,PurchaseDate,Country
181,944,Derrick Clayton,243,Smartphone,Electronics,3,251.13,1/24/2024,Montserrat
182,233,Karina Cooper,287,Smart Bulb,Electronics,2,77.92,4/17/2024,Australia
183,147,Richard Stevens,215,Smart Bulb,Electronics,2,814.92,6/20/2024,Togo
184,261,Aaron Rubio,225,Camera,Electronics,2,790.76,3/19/2024,United States of America
185,235,Elizabeth Baxter,235,Smartwatch,Electronics,2,987.65,8/1/2023,Palau
186,469,Jacob Mckee,221,Microwave,Home Appliances,1,664.45,7/16/2023,Indonesia
187,740,Michael Young,283,Headphones,Electronics,1,364.66,7/31/2023,Romania
188,197,John Anderson,228,Smart Bulb,Electronics,3,25.62,1/13/2024,Pitcairn Islands
189,555,Michael Montoya,254,Blender,Home Appliances,2,744.3,3/21/2024,Bulgaria
190,589,James Cross,213,Laptop,Electronics,4,453.79,8/5/2023,Germany
191,476,Breanna Ayala,296,Heater,Home Appliances,5,117.96,5/30/2024,Burkina Faso
192,756,Brenda Moreno MD,283,Smart Bulb,Electronics,1,729.97,8/28/2023,Kazakhstan
193,459,Lori Hernandez,252,Air Conditioner,Home Appliances,1,70.22,2/20/2024,Poland
194,553,Angelica Garcia,296,Coffee Maker,Home Appliances,4,689.24,8/12/2023,Myanmar
195,847,Victor Edwards,217,Air Conditioner,Home Appliances,1,900.27,9/30/2023,Falkland Islands (Malvinas)
196,760,Juan Greene,277,Electric Kettle,Home Appliances,2,75.03,10/14/2023,Slovakia (Slovak Republic)
197,807,Ryan Liu,226,Electric Kettle,Home Appliances,5,552.87,1/13/2024,Netherlands
198,621,James Lucas,230,Coffee Maker,Home Appliances,5,535.25,1/4/2024,Hungary
199,215,Mark Jones,201,Heater,Home Appliances,5,435.9,11/13/2023,Vietnam
200,424,Scott Carroll,246,Router,Electronics,2,435.77,1/24/2024,Pitcairn Islands
201,276,Tiffany Townsend,202,Printer,Electronics,3,829.15,2/9/2024,Bangladesh
202,114,Andrew Brown,250,Coffee Maker,Home Appliances,1,319.42,1/8/2024,France
203,743,Pamela Henderson,251,Washing Machine,Home Appliances,3,954.06,7/28/2023,Northern Mariana Islands
204,649,Brittany Miller,210,Refrigerator,Home Appliances,1,833.45,1/10/2024,Uruguay
205,308,Brittney Murphy,275,Printer,Electronics,1,747.14,2/27/2024,Serbia
206,954,Maria Collins,255,Microwave,Home Appliances,5,69.38,4/4/2024,Zimbabwe
207,966,David Middleton,214,Refrigerator,Home Appliances,4,360.06,12/19/2023,New Caledonia
208,723,Maxwell Barrett,222,Blender,Home Appliances,3,604.41,8/11/2023,American Samoa
209,824,Adam Crawford,244,Refrigerator,Home Appliances,5,512.34,1/15/2024,Malaysia
210,901,Deanna Watson,295,Tablet,Electronics,2,848.8,4/24/2024,Tunisia
211,375,Bailey Yoder,242,Heater,Home Appliances,3,123.74,5/4/2024,Japan
212,378,Deborah Proctor,280,Electric Kettle,Home Appliances,2,809.15,7/25/2023,Luxembourg
213,566,Amy Villarreal,221,Smart Bulb,Electronics,3,38.66,11/15/2023,Cayman Islands
214,361,Stephanie Craig,214,Washing Machine,Home Appliances,3,357.51,9/22/2023,Saint Vincent and the Grenadines
215,621,Scott Smith,205,Headphones,Electronics,5,660.77,12/26/2023,Haiti
216,492,Cassidy Horne,204,Headphones,Electronics,1,100.84,1/26/2024,Spain
217,831,Jennifer Morris,253,Printer,Electronics,4,459.11,6/15/2024,Saint Helena
218,427,Blake Watson,264,Camera,Electronics,3,724.38,3/13/2024,United Arab Emirates
219,153,Robert Jarvis,251,Smartphone,Electronics,2,165.84,7/22/2023,Turkey
220,576,Patricia Collins,211,Laptop,Electronics,3,448.68,1/26/2024,Korea
221,108,Eddie Mueller,294,Air Conditioner,Home Appliances,5,447.62,2/22/2024,Ecuador
222,575,Wesley Cuevas,299,Vacuum Cleaner,Home Appliances,5,122.68,9/9/2023,Saint Martin
223,659,Danielle Smith,252,Refrigerator,Home Appliances,3,681.44,7/5/2023,Djibouti
224,654,Ryan Wiley,242,Heater,Home Appliances,3,54.96,6/26/2023,Senegal
225,773,Oscar Parker,226,Electric Kettle,Home Appliances,1,17.61,1/17/2024,Dominica
226,529,Anthony Shea DDS,211,Vacuum Cleaner,Home Appliances,2,766.52,7/13/2023,Uruguay
227,337,Kelly Haynes,247,Toaster,Home Appliances,1,17.65,12/21/2023,San Marino
228,186,Kathy Walsh,250,Microwave,Home Appliances,2,386.41,7/25/2023,Namibia
229,681,Matthew Anderson,237,Router,Electronics,5,835.02,10/5/2023,Thailand
230,422,Jenna Decker,241,Refrigerator,Home Appliances,4,863.15,10/27/2023,Korea
231,378,Tony Taylor,298,Printer,Electronics,1,465.16,2/8/2024,Botswana
232,259,Jerry Edwards,215,Camera,Electronics,5,434.99,1/20/2024,Guinea-Bissau
233,888,Eric Baker,215,Coffee Maker,Home Appliances,3,124.02,7/31/2023,Cayman Islands
234,926,Samantha Terry,205,Camera,Electronics,2,803.31,9/17/2023,Syrian Arab Republic
235,977,Brandon Wright,245,Toaster,Home Appliances,1,442.34,11/26/2023,Malawi
236,150,Debbie Ewing,203,Television,Electronics,4,592.98,11/30/2023,Timor-Leste
237,563,Krista Davis,213,Printer,Electronics,3,748.35,5/3/2024,South Africa
238,243,Antonio Norman,228,Camera,Electronics,2,85.62,8/15/2023,Congo
239,943,Michael Pace,210,Router,Electronics,5,201.96,2/7/2024,Myanmar
240,365,Angela Osborn,225,Toaster,Home Appliances,2,243.91,6/10/2024,Oman
241,554,Anna Boone,242,Smartwatch,Electronics,2,181.76,8/12/2023,Armenia
242,572,Thomas Hamilton,292,Laptop,Electronics,2,951.78,11/26/2023,Luxembourg
243,130,Jeffery Gomez,223,Air Conditioner,Home Appliances,5,762.28,10/10/2023,Fiji
244,556,Amanda Harvey,231,Electric Kettle,Home Appliances,5,329.98,3/3/2024,French Polynesia
245,610,Juan Brown,235,Microwave,Home Appliances,4,77.6,11/21/2023,Burundi
246,529,Stephen Fox,280,Washing Machine,Home Appliances,3,595.51,5/2/2024,Mauritius
247,913,James Reeves,261,Heater,Home Appliances,1,317.3,1/23/2024,Slovenia
248,596,Keith Morris,234,Blender,Home Appliances,1,375.05,9/3/2023,Anguilla
249,426,Alyssa Cochran,235,Refrigerator,Home Appliances,1,618.86,7/18/2023,Sudan
250,583,Pamela Key,220,Air Conditioner,Home Appliances,5,558.77,8/3/2023,Egypt
251,772,Joseph Moody,294,Tablet,Electronics,5,655.32,7/17/2023,Serbia
252,324,Vickie Price,222,Electric Kettle,Home Appliances,4,506.35,9/2/2023,Dominica
253,706,Oscar Howard,275,Tablet,Electronics,1,812.86,7/6/2023,Romania
254,817,Keith Thomas,224,Refrigerator,Home Appliances,5,649.67,5/15/2024,Sudan
255,604,Casey Johnson,207,Television,Electronics,4,991.08,9/24/2023,Netherlands Antilles
256,324,John Rivera,278,Camera,Electronics,3,918.76,9/12/2023,Sri Lanka
257,233,Christopher Lang,241,Coffee Maker,Home Appliances,3,682.11,7/19/2023,Angola
258,251,Sylvia Schroeder,267,Camera,Electronics,1,336.39,5/25/2024,Haiti
259,174,Tom Foster,212,Washing Machine,Home Appliances,3,726.5,11/3/2023,Gabon
260,430,Christopher Fry,281,Camera,Electronics,1,586.91,1/1/2024,Pakistan
261,424,Wayne Steele,278,Camera,Electronics,3,968.02,4/26/2024,Guinea-Bissau
262,328,Robin Gray,293,Microwave,Home Appliances,5,711.75,3/19/2024,French Polynesia
263,230,Aaron Miles,273,Smartwatch,Electronics,5,382.91,11/25/2023,Thailand
264,889,Amanda Guzman,278,Microwave,Home Appliances,5,102.52,9/19/2023,Northern Mariana Islands
265,679,Jon Rivera,209,Heater,Home Appliances,3,28.05,9/26/2023,Guatemala
266,427,Stephen Davis,290,Microwave,Home Appliances,2,348.32,3/12/2024,Northern Mariana Islands
267,846,Jillian Baker,231,Vacuum Cleaner,Home Appliances,2,999.98,3/21/2024,Bangladesh
268,458,Brian Smith,249,Laptop,Electronics,3,845.98,12/13/2023,Saint Martin
269,529,Stacey Snyder,248,Router,Electronics,5,836.77,11/9/2023,Mauritius
270,484,John Shields,283,Camera,Electronics,5,139.74,4/15/2024,Poland
271,330,Benjamin Singleton,237,Microwave,Home Appliances,2,189.04,7/3/2023,Ghana
272,367,Angela Jackson,248,Tablet,Electronics,1,416.75,8/27/2023,Saint Martin
273,176,Stephanie Davis,276,Tablet,Electronics,5,292.08,2/19/2024,Uganda
274,594,Jessica Valdez,277,Vacuum Cleaner,Home Appliances,5,246.78,6/5/2024,Jordan
275,260,Gary Mccann,252,Vacuum Cleaner,Home Appliances,3,681.52,3/22/2024,Mexico
276,839,Kimberly Guerrero,238,Air Conditioner,Home Appliances,3,780.34,9/26/2023,Bhutan
277,150,Joshua Henry,206,Microwave,Home Appliances,2,803.25,11/13/2023,Afghanistan
278,537,Rodney Weber,261,Smartwatch,Electronics,1,644.77,9/11/2023,Bhutan
279,126,Mark Rowland,260,Heater,Home Appliances,1,714.29,5/18/2024,Brazil
280,415,Kaitlin Jacobson,233,Smartwatch,Electronics,1,765.49,7/31/2023,Norway
281,657,Jacob James,223,Air Conditioner,Home Appliances,5,155.88,12/16/2023,Aruba
282,369,Dennis Hood,272,Refrigerator,Home Appliances,2,818.54,7/19/2023,Canada
283,870,Anne Barnett,269,Blender,Home Appliances,4,62.72,12/3/2023,Saudi Arabia
284,703,Antonio Hughes,266,Vacuum Cleaner,Home Appliances,4,994.58,12/5/2023,Martinique
285,803,Karen Keith,260,Vacuum Cleaner,Home Appliances,1,325.5,10/20/2023,Belgium
286,504,Michelle Shaw,266,Camera,Electronics,2,146.22,5/1/2024,Montenegro
287,793,Mrs. Tiffany Cole,221,Air Conditioner,Home Appliances,2,761.25,9/16/2023,Sri Lanka
288,297,Jay Mcneil,255,Air Conditioner,Home Appliances,5,15.2,9/12/2023,Swaziland
289,742,Kurt Flores,293,Smartphone,Electronics,3,223.5,6/15/2024,Sri Lanka
290,168,Justin Arnold,235,Router,Electronics,5,532.49,1/13/2024,Kuwait
291,994,Michael Matthews,253,Smartwatch,Electronics,2,308.14,8/8/2023,Israel
292,253,Kevin Chang,212,Television,Electronics,4,642.56,6/19/2024,Botswana
293,676,Rachel Dillon,244,Refrigerator,Home Appliances,1,838.32,5/31/2024,Isle of Man
294,370,John Lynch,204,Electric Kettle,Home Appliances,5,26.27,8/31/2023,Falkland Islands (Malvinas)
295,512,Lee Steele,204,Headphones,Electronics,3,434.95,11/26/2023,Tuvalu
296,439,Amber Alvarez,234,Vacuum Cleaner,Home Appliances,5,422.4,6/8/2024,Holy See (Vatican City State)
297,120,Riley Collins,262,Router,Electronics,3,77,5/24/2024,Qatar
298,801,Sean Taylor,295,Printer,Electronics,4,53.1,12/15/2023,Singapore
299,945,Nicholas Jacobs,211,Toaster,Home Appliances,3,749.84,9/6/2023,Kenya
300,316,Jennifer Washington,266,Refrigerator,Home Appliances,3,248.71,5/27/2024,Holy See (Vatican City State)
301,940,Rick Jones,290,Smart Bulb,Electronics,3,142.08,1/8/2024,Iraq
302,238,Kelly Carroll,222,Heater,Home Appliances,3,815.37,9/8/2023,Turkey
303,952,Anthony Johnson,206,Tablet,Electronics,4,635.42,6/16/2024,Guyana
